Armscode,Mcode,Description
280168820005,4.55046E+12,TRAIL SCOUT 2 - BLKYL - 11
280168820006,4.55046E+12,TRAIL SCOUT 2 - BLKYL - 10
280168820007,4.55046E+12,TRAIL SCOUT 2 - BLKYL - 9.5
280168820008,4.55046E+12,TRAIL SCOUT 2 - BLKYL - 9
280168820009,4.55046E+12,TRAIL SCOUT 2 - BLKYL - 8.5
280168820010,4.55046E+12,TRAIL SCOUT 2 - BLKYL - 8
280168820011,4.55046E+12,TRAIL SCOUT 2 - BLKYL - 7.5
280168830000,9074067,ASICS TRAIL SCOUT 2
280168830001,4.55046E+12,ASICS TRAIL SCOUT 2 - GRYRD - 6
280168830002,4.55046E+12,ASICS TRAIL SCOUT 2 - GRYRD - 6.5
280168830003,4.55046E+12,ASICS TRAIL SCOUT 2 - GRYRD - 7
280168830004,4.55046E+12,ASICS TRAIL SCOUT 2 - GRYRD - 7.5
280168830005,4.55046E+12,ASICS TRAIL SCOUT 2 - GRYRD - 8
280168830006,4.55046E+12,ASICS TRAIL SCOUT 2 - GRYRD - 8.5
280168830007,4.55046E+12,ASICS TRAIL SCOUT 2 - GRYRD - 9
280168830008,4.55046E+12,ASICS TRAIL SCOUT 2 - GRYRD - 9.5
280168830009,4.55046E+12,ASICS TRAIL SCOUT 2 - GRYRD - 10
280168830010,4.55046E+12,ASICS TRAIL SCOUT 2 - GRYRD - 10.5
280168830011,4.55046E+12,ASICS TRAIL SCOUT 2 - GRYRD - 11
280168830012,4.55046E+12,ASICS TRAIL SCOUT 2 - GRYRD - 12
280168830013,4.55046E+12,ASICS TRAIL SCOUT 2 - GRYRD - 13
280168830014,4.55046E+12,ASICS TRAIL SCOUT 2 - GRYRD - 14
280168830015,4.55046E+12,ASICS TRAIL SCOUT 2 - GRYRD - 15
280168850000,9062027,ASICS TRAIL SCOUT 2
280168850001,4.55046E+12,TRAIL SCOUT 2 - BLUGR - 8
280168850002,4.55046E+12,TRAIL SCOUT 2 - BLUGR - 8.5
280168850003,4.55046E+12,TRAIL SCOUT 2 - BLUGR - 9
280168850004,4.55046E+12,TRAIL SCOUT 2 - BLUGR - 9.5
280168850005,4.55046E+12,TRAIL SCOUT 2 - BLUGR - 10
280168850006,4.55046E+12,TRAIL SCOUT 2 - BLUGR - 11
280168850007,4.55046E+12,TRAIL SCOUT 2 - BLUGR - 12
280168850008,4.55046E+12,TRAIL SCOUT 2 - BLUGR - 13
280168850009,4.55046E+12,TRAIL SCOUT 2 - BLUGR - 14
280168850010,4.55046E+12,TRAIL SCOUT 2 - BLUGR - 15
280168860000,9071067,ASICS TRAIL SCOUT 2
280168860001,4.55046E+12,TRAIL SCOUT 2 - BLUPH - 6
280168860002,4.55046E+12,TRAIL SCOUT 2 - BLUPH - 6.5
280168860003,4.55046E+12,TRAIL SCOUT 2 - BLUPH - 7
280168860004,4.55046E+12,TRAIL SCOUT 2 - BLUPH - 7.5
280168860005,4.55046E+12,TRAIL SCOUT 2 - BLUPH - 8
280168860006,4.55046E+12,TRAIL SCOUT 2 - BLUPH - 8.5
280168860007,4.55046E+12,TRAIL SCOUT 2 - BLUPH - 9
280168860008,4.55046E+12,TRAIL SCOUT 2 - BLUPH - 9.5
280168860009,4.55046E+12,TRAIL SCOUT 2 - BLUPH - 10
280168860010,4.55046E+12,TRAIL SCOUT 2 - BLUPH - 11
280168860011,4.55046E+12,TRAIL SCOUT 2 - BLUPH - 12
280168860012,4.55046E+12,TRAIL SCOUT 2 - BLUPH - 13
280168860013,4.55046E+12,TRAIL SCOUT 2 - BLUPH - 14
280168860014,4.55046E+12,TRAIL SCOUT 2 - BLUPH - 15
280168870000,9074542,ASICS TRAIL SCOUT 2
280168870001,9.07454E+11,ASICS TRAIL SCOUT 2 - BLUPH - 13
280168870002,4.55046E+12,ASICS TRAIL SCOUT 2 - BLUPH - 6
280168870003,4.55046E+12,ASICS TRAIL SCOUT 2 - BLUPH - 6.5
280168870004,4.55046E+12,ASICS TRAIL SCOUT 2 - BLUPH - 7
280168870005,4.55046E+12,ASICS TRAIL SCOUT 2 - BLUPH - 7.5
280168870006,4.55046E+12,ASICS TRAIL SCOUT 2 - BLUPH - 8
280168870007,4.55046E+12,ASICS TRAIL SCOUT 2 - BLUPH - 8.5
280168870008,4.55046E+12,ASICS TRAIL SCOUT 2 - BLUPH - 9
280168870009,4.55046E+12,ASICS TRAIL SCOUT 2 - BLUPH - 9.5
280168870010,4.55046E+12,ASICS TRAIL SCOUT 2 - BLUPH - 10
280168870011,4.55046E+12,ASICS TRAIL SCOUT 2 - BLUPH - 10.5
280168870012,4.55046E+12,ASICS TRAIL SCOUT 2 - BLUPH - 11
280168870013,4.55046E+12,ASICS TRAIL SCOUT 2 - BLUPH - 12
280168870014,4.55046E+12,ASICS TRAIL SCOUT 2 - BLUPH - 14
280168870015,4.55046E+12,ASICS TRAIL SCOUT 2 - BLUPH - 14
280168870016,4.55046E+12,ASICS TRAIL SCOUT 2 - BLUPH - 15
280168880000,9059897,ASICS TRAIL SCOUT 2
280168880001,4.55033E+12,TRAIL SCOUT 2 - PUROR - 15
280168880002,4.55033E+12,TRAIL SCOUT 2 - PUROR - 14
280168880003,4.55033E+12,TRAIL SCOUT 2 - PUROR - 13
280168880004,4.55033E+12,TRAIL SCOUT 2 - PUROR - 12
280168880005,4.55033E+12,TRAIL SCOUT 2 - PUROR - 11
280168880006,4.55033E+12,TRAIL SCOUT 2 - PUROR - 10
280168880007,4.55033E+12,TRAIL SCOUT 2 - PUROR - 9.5
280168880008,4.55033E+12,TRAIL SCOUT 2 - PUROR - 9
280168880009,4.55033E+12,TRAIL SCOUT 2 - PUROR - 8.5
280168880010,4.55033E+12,TRAIL SCOUT 2 - PUROR - 8
280168880011,4.55033E+12,TRAIL SCOUT 2 - PUROR - 10.5
280168880012,4.55033E+12,TRAIL SCOUT 2 - PUROR - 7.5
280168880013,4.55033E+12,TRAIL SCOUT 2 - PUROR - 7
280170790000,9066815,ASICS TRAIL SCOUT 2
280170790001,4.55033E+12,TRAIL SCOUT 2 - BLKPK - 6.5
280170790002,4.55033E+12,TRAIL SCOUT 2 - BLKPK - 7
280170790003,4.55033E+12,TRAIL SCOUT 2 - BLKPK - 7.5
280170790004,4.55033E+12,TRAIL SCOUT 2 - BLKPK - 8
280170790005,4.55033E+12,TRAIL SCOUT 2 - BLKPK - 8.5
280170790006,4.55033E+12,TRAIL SCOUT 2 - BLKPK - 9
280170800000,9060559,ASICS TRAIL SCOUT 2
280170800001,4.55033E+12,TRAIL SCOUT 2 - BLKRD - 6.5
280170800002,4.55033E+12,TRAIL SCOUT 2 - BLKRD - 7
280170800003,4.55033E+12,TRAIL SCOUT 2 - BLKRD - 7.5
280170800004,4.55033E+12,TRAIL SCOUT 2 - BLKRD - 8
280170800005,4.55033E+12,TRAIL SCOUT 2 - BLKRD - 8.5
280170800006,4.55033E+12,TRAIL SCOUT 2 - BLKRD - 9
280170810000,9060004,ASICS TRAIL SCOUT 2
280170810001,4.55033E+12,TRAIL SCOUT 2 - BLKGR - 6.5
280170810002,4.55033E+12,TRAIL SCOUT 2 - BLKGR - 7
280170810003,4.55033E+12,TRAIL SCOUT 2 - BLKGR - 7.5
280170810004,4.55033E+12,TRAIL SCOUT 2 - BLKGR - 8
280170810005,4.55033E+12,TRAIL SCOUT 2 - BLKGR - 8.5
280170810006,4.55033E+12,TRAIL SCOUT 2 - BLKGR - 9
280170820000,9062028,ASICS TRAIL SCOUT 2
280170820001,4.55046E+12,TRAIL SCOUT 2 - BLKBL - 6.5
280170820002,4.55046E+12,TRAIL SCOUT 2 - BLKBL - 7
280170820003,4.55046E+12,TRAIL SCOUT 2 - BLKBL - 7.5
280170820004,4.55046E+12,TRAIL SCOUT 2 - BLKBL - 8
280170820005,4.55046E+12,TRAIL SCOUT 2 - BLKBL - 8.5
280170820006,4.55046E+12,TRAIL SCOUT 2 - BLKBL - 9
280170820007,4.55046E+12,TRAIL SCOUT 2 - BLKBL - 9.5
280170820008,4.55046E+12,TRAIL SCOUT 2 - BLKBL - 10
280170820009,4.55046E+12,TRAIL SCOUT 2 - BLKBL - 10.5
280170820010,4.55046E+12,TRAIL SCOUT 2 - BLKBL - 11
280170820011,4.55046E+12,TRAIL SCOUT 2 - BLKBL - 11.5
280170820012,4.55046E+12,TRAIL SCOUT 2 - BLKBL - 12
280170830000,9068310,ASICS TRAIL SCOUT 2
280170830001,4.55046E+12,TRAIL SCOUT 2 - BLKPU - 6
280170830002,4.55046E+12,TRAIL SCOUT 2 - BLKPU - 6.5
280170830003,4.55046E+12,TRAIL SCOUT 2 - BLKPU - 7
280170830004,4.55046E+12,TRAIL SCOUT 2 - BLKPU - 7.5
280170830005,4.55046E+12,TRAIL SCOUT 2 - BLKPU - 8
280170830006,4.55046E+12,TRAIL SCOUT 2 - BLKPU - 8.5
280170830007,4.55046E+12,TRAIL SCOUT 2 - BLKPU - 9
280170830008,4.55046E+12,TRAIL SCOUT 2 - BLKPU - 9.5
280170830009,4.55046E+12,TRAIL SCOUT 2 - BLKPU - 10
280170840000,9067044,ASICS  TRAIL SCOUT 2
280170840001,4.55046E+12,TRAIL SCOUT 2 - BLUBK - 7.5
280170840002,4.55046E+12,TRAIL SCOUT 2 - BLUBK - 8
280170840003,4.55046E+12,TRAIL SCOUT 2 - BLUBK - 8.5
280170840004,4.55046E+12,TRAIL SCOUT 2 - BLUBK - 9
280170860000,9071068,ASICS TRAIL SCOUT 2
280170860001,4.55046E+12,TRAIL SCOUT 2 - BLUPK - 6
280170860002,4.55046E+12,TRAIL SCOUT 2 - BLUPK - 6.5
280170860003,4.55046E+12,TRAIL SCOUT 2 - BLUPK - 7
280170860004,4.55046E+12,TRAIL SCOUT 2 - BLUPK - 7.5
280170860005,4.55046E+12,TRAIL SCOUT 2 - BLUPK - 8
280170860006,4.55046E+12,TRAIL SCOUT 2 - BLUPK - 8.5
280170860007,4.55046E+12,TRAIL SCOUT 2 - BLUPK - 9
280170860008,4.55046E+12,TRAIL SCOUT 2 - BLUPK - 9.5
280170860009,4.55046E+12,TRAIL SCOUT 2 - BLUPK - 10
280170860010,4.55046E+12,TRAIL SCOUT 2 - BLUPK - 10.5
280170860011,4.55046E+12,TRAIL SCOUT 2 - BLUPK - 11
280173140000,9065331,ASICS UPCOURT 5
280173140001,4.55046E+12,UPCOURT 5 - BLKWH - 7.5
280173140002,4.55046E+12,UPCOURT 5 - BLKWH - 8
280173140003,4.55046E+12,UPCOURT 5 - BLKWH - 8.5
280173140004,4.55046E+12,UPCOURT 5 - BLKWH - 9
280173140005,4.55046E+12,UPCOURT 5 - BLKWH - 9.5
280173140006,4.55046E+12,UPCOURT 5 - BLKWH - 10
280173140007,4.55046E+12,UPCOURT 5 - BLKWH - 10.5
280173140008,4.55046E+12,UPCOURT 5 - BLKWH - 11
280173150000,9074346,ASICS UPCOURT 5
280173150001,4.55046E+12,ASICS UPCOURT 5 - BLKRD - 11
280173150002,4.55046E+12,ASICS UPCOURT 5 - BLKRD - 10.5
280173150003,4.55046E+12,ASICS UPCOURT 5 - BLKRD - 10
280173150004,4.55046E+12,ASICS UPCOURT 5 - BLKRD - 9.5
280173150005,4.55046E+12,ASICS UPCOURT 5 - BLKRD - 9
280173150006,4.55046E+12,ASICS UPCOURT 5 - BLKRD - 8.5
280173150007,4.55046E+12,ASICS UPCOURT 5 - BLKRD - 8
280173150008,4.55046E+12,ASICS UPCOURT 5 - BLKRD - 7.5
280173170000,9070082,ASICS UPCOURT 5
280173170001,4.55046E+12,UPCOURT 5 - WHTBL - 7.5
280173170002,4.55046E+12,UPCOURT 5 - WHTBL - 8
280173170003,4.55046E+12,UPCOURT 5 - WHTBL - 8.5
280173170004,4.55046E+12,UPCOURT 5 - WHTBL - 9
280173170005,4.55046E+12,UPCOURT 5 - WHTBL - 9.5
280173170006,4.55046E+12,UPCOURT 5 - WHTBL - 10
280173180000,9073763,ASICS UPCOURT 5
280173180001,4.55046E+12,ASICS UPCOURT 5 - WHTYE - 9.5
280173180002,4.55046E+12,ASICS UPCOURT 5 - WHTYE - 9
280173180003,4.55046E+12,ASICS UPCOURT 5 - WHTYE - 8.5
280173180004,4.55046E+12,ASICS UPCOURT 5 - WHTYE - 8
280173180005,4.55046E+12,ASICS UPCOURT 5 - WHTYE - 7.5
280173200000,9068031,ASICS UPCOURT 5
280173200001,4.55046E+12,UPCOURT 5 - BLKLM - 7.5
280173200002,4.55046E+12,UPCOURT 5 - BLKLM - 8
280173200003,4.55046E+12,UPCOURT 5 - BLKLM - 8.5
280173200004,4.55046E+12,UPCOURT 5 - BLKLM - 9
280173200005,4.55046E+12,UPCOURT 5 - BLKLM - 9.5
280173200006,4.55046E+12,UPCOURT 5 - BLKLM - 10
280173200007,4.55046E+12,UPCOURT 5 - BLKLM - 10.5
280173200008,4.55046E+12,UPCOURT 5 - BLKLM - 11
280173210000,9070129,ASICS UPCOURT 5
280173210001,4.55046E+12,UPCOURT 5 - BLUWH - 11
280173210002,4.55046E+12,UPCOURT 5 - BLUWH - 10.5
280173210003,4.55046E+12,UPCOURT 5 - BLUWH - 10
280173210004,4.55046E+12,UPCOURT 5 - BLUWH - 9.5
280173210005,4.55046E+12,UPCOURT 5 - BLUWH - 9
280173210006,4.55046E+12,UPCOURT 5 - BLUWH - 8.5
280173210007,4.55046E+12,UPCOURT 5 - BLUWH - 8
280173220000,9073362,ASICS UPCOURT 5
280173220001,4.55046E+12,ASICS UPCOURT 5 - BLUWH - 7.5
280173220002,4.55046E+12,ASICS UPCOURT 5 - BLUWH - 8
280173220003,4.55046E+12,ASICS UPCOURT 5 - BLUWH - 8.5
280173220004,4.55046E+12,ASICS UPCOURT 5 - BLUWH - 9
280173220005,4.55046E+12,ASICS UPCOURT 5 - BLUWH - 9.5
280173220006,4.55046E+12,ASICS UPCOURT 5 - BLUWH - 10
280173220007,4.55046E+12,ASICS UPCOURT 5 - BLUWH - 10.5
280173220008,4.55046E+12,ASICS UPCOURT 5 - BLUWH - 11
280173230000,9074402,ASICS UPCOURT 5
280173230001,4.55046E+12,ASICS UPCOURT 5 - TEAWH - 10.5
280173230002,4.55046E+12,ASICS UPCOURT 5 - TEAWH - 10
280173230003,4.55046E+12,ASICS UPCOURT 5 - TEAWH - 9.5
280173230004,4.55046E+12,ASICS UPCOURT 5 - TEAWH - 9
280173230005,4.55046E+12,ASICS UPCOURT 5 - TEAWH - 8.5
280173230006,4.55046E+12,ASICS UPCOURT 5 - TEAWH - 8
280173230007,4.55046E+12,ASICS UPCOURT 5 - TEAWH - 7.5
280173240000,9074732,ASICS UPCOURT 5
280173240001,4.55046E+12,ASICS UPCOURT 5 - PEAOR - 7.5
280173240002,4.55046E+12,ASICS UPCOURT 5 - PEAOR - 8
280173240003,4.55046E+12,ASICS UPCOURT 5 - PEAOR - 8.5
280173240004,4.55046E+12,ASICS UPCOURT 5 - PEAOR - 9
280173240005,4.55046E+12,ASICS UPCOURT 5 - PEAOR - 9.5
280173240006,4.55046E+12,ASICS UPCOURT 5 - PEAOR - 10
280173240007,4.55046E+12,ASICS UPCOURT 5 - PEAOR - 10.5
280173240008,4.55046E+12,ASICS UPCOURT 5 - PEAOR - 11
280173250000,9073359,ASICS UPCOURT 5
280173250001,4.55046E+12,ASICS UPCOURT 5 - REDWH - 7.5
280173250002,4.55046E+12,ASICS UPCOURT 5 - REDWH - 8
280173250003,4.55046E+12,ASICS UPCOURT 5 - REDWH - 8.5
280173250004,4.55046E+12,ASICS UPCOURT 5 - REDWH - 9
280173250005,4.55046E+12,ASICS UPCOURT 5 - REDWH - 9.5
280173490000,9074403,ASICS UPCOURT 5
280173490001,4.55046E+12,ASICS UPCOURT 5 - BLKMT - 11
280173490002,4.55046E+12,ASICS UPCOURT 5 - BLKMT - 10.5
280173490003,4.55046E+12,ASICS UPCOURT 5 - BLKMT - 10
280173490004,4.55046E+12,ASICS UPCOURT 5 - BLKMT - 9.5
280173490005,4.55046E+12,ASICS UPCOURT 5 - BLKMT - 9
280173490006,4.55046E+12,ASICS UPCOURT 5 - BLKMT - 8.5
280173490007,4.55046E+12,ASICS UPCOURT 5 - BLKMT - 8
280173490008,4.55046E+12,ASICS UPCOURT 5 - BLKMT - 7.5
280173490009,4.55046E+12,ASICS UPCOURT 5 - BLKMT - 7
280173500000,9074069,ASICS UPCOURT 5
280173500001,4.55046E+12,ASICS UPCOURT 5 - WHTPE - 9.5
280173500002,4.55046E+12,ASICS UPCOURT 5 - WHTPE - 10
280173500003,4.55046E+12,ASICS UPCOURT 5 - WHTPE - 10.5
280034940000,9011783,PUMA FLYER RUNNER
280034940001,9.01178E+11,FLYER RUNNER - N/A - 9.5
280034940002,9.01178E+11,FLYER RUNNER - N/A - 9
280034940003,9.01178E+11,FLYER RUNNER - N/A - 8.5
280034940004,9.01178E+11,FLYER RUNNER - N/A - 8
280034940005,9.01178E+11,FLYER RUNNER - N/A - 7.5
280034940006,9.01178E+11,FLYER RUNNER - N/A - 7
280034940007,9.01178E+11,FLYER RUNNER - N/A - 6
280034940008,9.01178E+11,FLYER RUNNER - N/A - 5.5
280034940009,9.01178E+11,FLYER RUNNER - N/A - 5
280034940010,9.01178E+11,FLYER RUNNER - N/A - 4.5
280034940011,9.01178E+11,FLYER RUNNER - N/A - 4
280034940012,9.01178E+11,FLYER RUNNER - N/A - 13
280034940013,9.01178E+11,FLYER RUNNER - N/A - 12
280034940014,9.01178E+11,FLYER RUNNER - N/A - 11
280034940015,9.01178E+11,FLYER RUNNER - N/A - 10
280034940016,4.06098E+12,FLYER RUNNER - NVYWH - 9.5
280034940017,4.06098E+12,FLYER RUNNER - NVYWH - 9
280034940018,4.06098E+12,FLYER RUNNER - NVYWH - 8.5
280034940019,4.06098E+12,FLYER RUNNER - NVYWH - 8
280034940020,4.06098E+12,FLYER RUNNER - NVYWH - 7.5
280034940021,4.06098E+12,FLYER RUNNER - NVYWH - 7
280034940022,4.06098E+12,FLYER RUNNER - NVYWH - 6
280034940023,4.06098E+12,FLYER RUNNER - NVYWH - 5.5
280034940024,4.06098E+12,FLYER RUNNER - NVYWH - 5
280034940025,4.06098E+12,FLYER RUNNER - NVYWH - 4.5
280034940026,4.06098E+12,FLYER RUNNER - NVYWH - 4
280034940027,4.06098E+12,FLYER RUNNER - NVYWH - 13
280034940028,4.06098E+12,FLYER RUNNER - NVYWH - 12
280034940029,4.06098E+12,FLYER RUNNER - NVYWH - 10
280034940030,4.06098E+12,FLYER RUNNER - NVYWH - 11
280034950000,9000155,PUMA FLYER RUNNER
280034950001,4.06098E+12,FLYER RUNNER - BLACK - 10.5
280034950002,9.00016E+11,FLYER RUNNER - N/A - 10.5
280034950003,4.06098E+12,FLYER RUNNER - N/A - 13
280034950004,4.06098E+12,FLYER RUNNER - N/A - 4
280034950005,4.06098E+12,FLYER RUNNER - N/A - 4.5
280034950006,9.00016E+11,FLYER RUNNER - N/A - 9.5
280034950007,9.00016E+11,FLYER RUNNER - N/A - 9
280034950008,9.00016E+11,FLYER RUNNER - N/A - 8.5
280034950009,9.00016E+11,FLYER RUNNER - N/A - 8
280034950010,9.00016E+11,FLYER RUNNER - N/A - 7.5
280034950011,9.00016E+11,FLYER RUNNER - N/A - 7
280034950012,9.00016E+11,FLYER RUNNER - N/A - 6.5
280034950013,9.00016E+11,FLYER RUNNER - N/A - 6
280034950014,9.00016E+11,FLYER RUNNER - N/A - 5.5
280034950015,9.00016E+11,FLYER RUNNER - N/A - 5
280034950016,9.00016E+11,FLYER RUNNER - N/A - 12
280034950017,9.00016E+11,FLYER RUNNER - N/A - 11
280034950018,9.00016E+11,FLYER RUNNER - N/A - 10
280034950019,9.00016E+11,FLYER RUNNER - BLACK - 4.5
280034950020,9.00016E+11,FLYER RUNNER - BLACK - 13
280034950021,9.00016E+11,FLYER RUNNER - BLACK - 4
280034950022,4.06098E+12,FLYER RUNNER - BLACK - 9.5
280034950023,4.06098E+12,FLYER RUNNER - BLACK - 8.5
280034950024,4.06098E+12,FLYER RUNNER - BLACK - 8
280034950025,4.06098E+12,FLYER RUNNER - BLACK - 7.5
280034950026,4.06098E+12,FLYER RUNNER - BLACK - 7
280034950027,4.06098E+12,FLYER RUNNER - BLACK - 6.5
280034950028,4.06098E+12,FLYER RUNNER - BLACK - 6
280034950029,4.06098E+12,FLYER RUNNER - BLACK - 5.5
280034950030,4.06098E+12,FLYER RUNNER - BLACK - 5
280034950031,4.06098E+12,FLYER RUNNER - BLACK - 12
280034950032,4.06098E+12,FLYER RUNNER - BLACK - 10
280034950033,4.06098E+12,FLYER RUNNER - BLACK - 11
280034950034,4.06098E+12,FLYER RUNNER - BLACK - 9
280034960000,9070977,PUMA FLYER RUNNER
280034960001,4.06098E+12,FLYER RUNNER - GREY - 9
280034960002,4.06098E+12,FLYER RUNNER - GREY - 8.5
280034960003,4.06098E+12,FLYER RUNNER - GREY - 8
280034960004,4.06098E+12,FLYER RUNNER - GREY - 7.5
280034960005,4.06098E+12,FLYER RUNNER - GREY - 13
280034960006,4.06098E+12,FLYER RUNNER - GREY - 12
280034960007,4.06098E+12,FLYER RUNNER - GREY - 11
280034960008,4.06098E+12,FLYER RUNNER - GREY - 10
280034960009,4.06098E+12,FLYER RUNNER - GREY - 9.5
280034960010,4.06098E+12,PUMA FLYER RUNNER - GREY - 7
280002130000,9001343,FLYER RUNNER
280002130001,4.06098E+12,FLYER RUNNER - N/A - 4
280002130002,4.06098E+12,FLYER RUNNER - BLKWH - 5.5
280002130003,4.06098E+12,FLYER RUNNER - BLKWH - 5
280002130004,4.06098E+12,FLYER RUNNER - BLKWH - 4.5
280002130005,4.06098E+12,FLYER RUNNER - BLKWH - 10
280002130006,9.00134E+11,FLYER RUNNER - N/A - 9
280002130007,9.00134E+11,FLYER RUNNER - N/A - 8
280002130008,9.00134E+11,FLYER RUNNER - N/A - 7
280002130010,9.00134E+11,FLYER RUNNER - N/A - 6
280002130011,9.00134E+11,FLYER RUNNER - N/A - 5.5
280002130012,9.00134E+11,FLYER RUNNER - N/A - 5
280002130013,9.00134E+11,FLYER RUNNER - N/A - 4.5
280002130014,9.00134E+11,FLYER RUNNER - BLKWH - 4
280002130015,9.00134E+11,FLYER RUNNER - N/A - 10
280002130016,4.06098E+12,FLYER RUNNER - BLKWH - 9
280002130017,4.06098E+12,FLYER RUNNER - BLKWH - 8
280002130018,4.06098E+12,FLYER RUNNER - BLKWH - 7
280002130019,4.06098E+12,FLYER RUNNER - BLKWH - 6.5
280002130020,4.06098E+12,FLYER RUNNER - BLKWH - 6
280002140000,9000154,FLYER RUNNER GRAY VIOLET-PUMA WHITE-BRIG
280002140001,9.00015E+11,FLYER RUNNER GRAY VIOLET-PUMA WHITE-BRIG
280002140002,9.00015E+11,FLYER RUNNER GRAY VIOLET-PUMA WHITE-BRIG
280002140003,9.00015E+11,FLYER RUNNER GRAY VIOLET-PUMA WHITE-BRIG
280002140004,9.00015E+11,FLYER RUNNER GRAY VIOLET-PUMA WHITE-BRIG
280002140005,9.00015E+11,FLYER RUNNER GRAY VIOLET-PUMA WHITE-BRIG
280002140006,9.00015E+11,FLYER RUNNER GRAY VIOLET-PUMA WHITE-BRIG
